,Unnamed: 0,id,message_body,Category,Sub-Category
2733,3373,659547,Then before 1:28 I was extending the parking time but I used my phone number instead of my husband. After the payment it showed that the parking time is still until 1:28.,Error,Extension
2734,3374,659555,I did another transaction at 1:33 to extend the parking time and paid another $25,Inquiry,Extension
2735,3375,659561,"I did another transaction using the app, and I was able to extend the time to 4.43",Inquiry,Extension
2736,3376,659567,But still didn't extend the time,Inquiry,Extension
2737,3377,659574,So I paid the extension total of $75 with 3 different transaction,Inquiry,Payment
2738,3378,659658,What can be done?,Inquiry,Issue
2739,3379,659668,"Hi, my car got towed away and i did pay for the parking",Complaint,Issue
2740,3381,659808,I will file a complaint,Complaint,Issue
2741,3382,659891,We left the parking garage before 2:30p,Inquiry,Update
2742,3383,659897,We left the parking garage before the 3 hr extension time,Inquiry,Issue
2743,3384,660210,My vehicle was removed at 1:30pm,Complaint,Issue
2744,3386,661427,Cómo puedo hacer?,Inquiry,NOMATCH
2745,3387,661623,I cannot get in to get my car,Problem,Issue
2746,3389,661929,Can I change my time? I put too much time,Inquiry,Update
2747,3390,662008,Did I put PCAK49,Inquiry,Location
2748,3391,662029,I need to change it,Request,Update
2749,3393,662129,I want to add an hour,Inquiry,Extension
2750,3394,662144,How can we add more time?,Inquiry,Payment
2751,3395,662702,C-149500-A1,Inquiry,NOMATCH
2752,3396,662881,Requesting car now,Inquiry,Reservation
2753,3397,663395,Where is pickup?,Inquiry,Location
2754,3398,663534,EXTEND,Request,Extension
2755,3399,663553,Where is my car???,Inquiry,Issue
2756,3400,664312,You have wrong number,Error,Issue
2757,3402,664775,At 10:45?,Inquiry,Location
2758,3403,664786,I'm still at dinner,Inquiry,NOMATCH
2759,3404,664795,What is the latest I can pick up my car?,Inquiry,Update
2760,3405,664822,I'm at Amal. Can you bring the car here ?,Request,Location
2761,3406,664915,I'm coming to get my car. You said 30 min,Inquiry,Update
2762,3408,665618,Can I have a car,Inquiry,NOMATCH
2763,3409,666115,2151 nw 7th ave,Location,Location
2764,3410,666640,UnfortuNOMATCHtely I paid twice as I entered the wrong tag,Error,Payment
2765,3411,666665,The booking # with the incorrect tag was #238329 The correct tag number booking #238331,Error,Update
2766,3412,666862,Please get my car now. Thanks,Request,Update
2767,3413,666890,How long time?,Inquiry,NOMATCH
2768,3414,666896,Request car,Inquiry,Issue
2769,3415,666969,Can you bring my car,Request,Issue
2770,3416,667193,"Coming, give me 10 mns",Update,NOMATCH
2771,3417,667317,"“318E""",Location,Location
2772,3418,667510,Reply YES to receive text messages. Reply STOP to cancel. Message and data rates may apply.,Notification,NOMATCH
2773,3419,668359,No no,Abuse,NOMATCH
2774,3420,668366,Ya boy,Miscellaneous,NOMATCH
2775,3423,668886,You can park it,Error,NOMATCH
2776,3424,669736,La voy a llevar a cambiar ahora,Inquiry,NOMATCH
2777,3425,670643,Can I have the receipt?,Request,Receipt
2778,3427,671322,I need my car please,Request,Issue
2779,3428,671474,sorry for the delay and thanks for your help.  i cc you on my dispute email,Inquiry,Dispute
2780,3429,671907,"""318W""",Location,Location
2781,3431,672402,CYCJ46,Spot,NOMATCH
2782,3433,672453,Vhno-jnobohpn,Error,NOMATCH
2783,3434,672641,Hi I paid for parking again with the full correct plate number,Inquiry,Payment
2784,3435,672652,It would be great to have a refund on the first one where the charge was submitted before I could finish entering the plate number if possible,Inquiry,Refund
2785,3436,672669,The correct plate is CYCJ46. The previous (incorrect plate to be refunded) Booking Id was: 238828.,Inquiry,Update
2786,3437,673002,License plate not right,Error,Issue
2787,3438,673014,The correct license plate is AV89BI,Verification,Update
2788,3439,673210,"Good afternoon, Following on the refund.  The booking # with the incorrect tag was #238329 The correct tag number booking #238331",Inquiry,Refund
2789,3440,673451,NHJ828,Reservation,NOMATCH
2790,3441,674374," ​😡​ to “ Your reservation at 318 NW 23rd St, Miami is ending in 5 minutes. You will have 10 minutes past your reservation end time to remove your vehicle from the spot before being charged additioNOMATCHl fees per our policies. Please ignore if you have left already. ” ",Reminder,Reservation
2791,3442,674634,I am coming right now!!,Inquiry,NOMATCH
2792,3443,674655,Edit info,Request,Update
2793,3444,674696,I left apready,Error,NOMATCH
2794,3445,675018,Where is my car ??,Inquiry,Location
2795,3448,675914,The email address wasn't received,Inquiry,NOMATCH
2796,3449,676553,I didn't park my car anywhere,Inquiry,Issue
2797,3451,676804,No. It didn't let me enter it,Error,Issue
2798,3452,676808,Futbolclubnoise@gmail.com,Inquiry,NOMATCH
2799,3453,676857,Lista,Inquiry,NOMATCH
2800,3454,676951,We have to stay a bit longer,Inquiry,Reservation
2801,3456,677096,I called it then I had to stay,Inquiry,NOMATCH
2802,3457,677106,I will be down in 45 minutes,Location,Reservation
2803,3459,677119,Liked “Hasta que no le entregue el carro el tiempo sigue …”,Miscellaneous,NOMATCH
2804,3461,677201,I paid twice,Inquiry,Payment
2805,3462,678153,"Thanks! It was a mistake, I thought I didn't it was raining and did it too fast",Inquiry,Issue
2806,3463,678627,"I don't need my car anymore, just needed to grab something out of it",Inquiry,Cancellation
2807,3464,678670,"Sorry, no ",Refusal,NOMATCH
2808,3465,679654,Need the car,Request,Reservation
2809,3466,680505,Bring my truck,Request,NOMATCH
2810,3467,680510,Need car,Request,Issue
2811,3468,680974,"Is it too late for the car, I didn't see the text ",Inquiry,NOMATCH
2812,3469,680986,I'm staying overnight with wife who had surgery.,Inquiry,NOMATCH
2813,3471,681332,What happens if she need more time?,Inquiry,Extension
2814,3472,681669,Hola porfa el carro,Inquiry,NOMATCH
2815,3473,681711,The new e,Inquiry,NOMATCH
2816,3474,682108,I left at 9:40am,Location,Update
2817,3475,683202,Almost finish 10 minutes more .ok,Update,NOMATCH
2818,3476,683688,Ya bajando,Error,NOMATCH
2819,3477,683886,No cierra a las 8 PM?,Inquiry,NOMATCH
2820,3478,683942,Just closing the tab,Cancellation,NOMATCH
2821,3479,683965,Walking out,Location,NOMATCH
2822,3480,684124,I pay but I don't needed my car yet,Inquiry,Payment
2823,3481,684801,Urgent.. my car is locked in,Emergency,Issue
2824,3482,684811,I came back and the gate is locked. I call 786 and no answer,Issue,Issue
2825,3483,685056,Ok.. I got in as there was another person whose car was inside and they found opening and I went. Thanks,Resolution,Reservation
2826,3484,685734,"I am in the penthouse room, working a wedding",Location,Location
2827,3486,686000,Will leave now,Departure,Cancellation
2828,3487,686011,Please would like to cancel parking,Cancellation,Cancellation
2829,3488,686017,Please can I have refund?,Request,Refund
2830,3489,686208,I live here,Inquiry,NOMATCH
2831,3490,686209,Apartment 5210,Location,Location
2832,3491,686608,License plate is GFVQ52,Location,Location
2833,3492,687282,Bring the car out,Instruction,Issue
2834,3493,687500,Hola ya estoy listo,Inquiry,NOMATCH
2835,3494,687581,I did NOT NEED 6 hours of parking,Complaint,Cancellation
2836,3495,687768,"I only need 3 hours, you app defaulting to 6 hours made me think that was the minimum...I would like to refunded for 3 hours and only pay for the 3 hours I need ",Inquiry,Refund
2837,3496,687776,Are you saying 3 hours would be that same as 6 hours? Which would be the same as 8 hours??,Inquiry,Issue
2838,3497,687788,I probably actually only need 2 hours!!,Inquiry,Extension
2839,3498,687798,"No where, on the sigNOMATCHge, in the app, or otherwise did it state FLAT RATE for 8 hours ....I will be disputing with my credit card if I am not refunded ",Complaint,Dispute
2840,3499,687803,"By your lack or response, I will be initiating a charge back tonight ",Threat,Dispute
2841,3500,688550,Hi I'm coming,Inquiry,NOMATCH
2842,3501,689303,Wrong tag,Error,NOMATCH
2843,3502,689408,EDIT INFO,Inquiry,Extension
2844,3505,689551,wrong number,Error,NOMATCH
2845,3506,689554,I got my car Already,Status,Receipt
2846,3507,690339,Hey I would like to request my car please,Request,Reservation
2847,3509,690947,I did not receive the refund as yet,Inquiry,Refund
2848,3512,693393,Can we extend without an app?,Inquiry,Extension
2849,3513,693511,We are outside waiting,Inquiry,Location
2850,3514,693720,"Almost there, ",Location,NOMATCH
2851,3515,694294,Can I get my car please,Request,Receipt
2852,3516,694797,Ian sorry,Apology,NOMATCH
2853,3517,694806,I am sorry,Apology,NOMATCH
2854,3518,694810,I'll pick up the car tomorrow morning.Press incorrectly,Update,Issue
2855,3519,695098,I can't get in,Inquiry,Issue
2856,3520,695640,Coming soon,Notification,NOMATCH
2857,3521,695770,Im ready,Status,NOMATCH
2858,3522,696407,Can I grab my sweater out of the car? It's on the back of the drivers seat,Inquiry,NOMATCH
2859,3523,697322,I need help,Inquiry,Issue
2860,3524,697338,Pls help,Inquiry,NOMATCH
2861,3526,698521,Need receipt,Request,Receipt
2862,3527,699094,Update license plate,Inquiry,Update
2863,3528,699097,TFM3480,Spot,NOMATCH
2864,3529,699798,Ready; I'll pay with cash,Inquiry,Payment
2865,3530,699816,Ya casi bajo,Inquiry,NOMATCH
2866,3531,699898,License PLK4289,Inquiry,Location
2867,3532,699903,Spothero resvn 72272296,Reservation,Reservation
2868,3533,699912,Call 908 265 1981 Elaine Carro if questions,Instruction,NOMATCH
2869,3534,700169,Prepaid,Inquiry,Payment
2870,3535,700478,Hola. Ya por aquí,Inquiry,NOMATCH
2871,3536,700551,Where is the key,Inquiry,Location
2872,3537,700583,Hi I'm coming I will be there in 5 minutes,Arrival,Reservation
2873,3538,701028,"Great. No trouble Getting  out then, correct?",Inquiry,NOMATCH
2874,3539,701048,Sorry i thiught i coukd set up a time when i hit request car,Inquiry,Reservation
2875,3540,701049,Dont need it right nowb,Decline,NOMATCH
2876,3541,701051,"Hello, need the car by 7am ",Inquiry,Reservation
2877,3542,701100,I need to edit license plate info. The correct plate number is.   KFSH27,Inquiry,Update
2878,3543,701239,My sister in law is taking my car,Inquiry,NOMATCH
2879,3544,701390,Hi accidentally hit the link,Inquiry,NOMATCH
2880,3545,701394,I don't need the car now but I will need it at 2pm today,Inquiry,Reservation
2881,3546,701474,Request vehicle,Inquiry,Issue
2882,3548,702097,Ready for key,Inquiry,Receipt
2883,3550,703556,Hello,Inquiry,NOMATCH
2884,3552,703913,"Hi, I need to change the plate # to IHPN01",Update,Update
2885,3553,703945,How can extend?,Inquiry,Extension
2886,3555,704036,ICWV78,Barcode,Location
2887,3556,704551,Change license plate,Inquiry,Update
2888,3557,704599,63BVGY,Location,NOMATCH
2889,3558,704745,Please bring up my car.  I'll be down shortly. Thank you.,Request,Update
2890,3559,704831,I need to updated the license plate,Inquiry,Update
2891,3560,704875,License plate is LHDG25,Inquiry,Location
2892,3561,705218,"i paid already for it, but it downgraded to 4 hours",Inquiry,Payment
2893,3562,705244,support,Inquiry,NOMATCH
2894,3563,705250,Can you waiver that fee?,Inquiry,Payment
2895,3564,705264,I put the wrong license first,Error,Update
2896,3565,705275,The QQJJ27 is the wrong one,Inquiry,Issue
2897,3566,705281,The correct one is Jqrk89,Error,NOMATCH
2898,3568,705396,I need a refund,Refund,Refund
2899,3569,705410,refund,Request,Refund
2900,3570,705423,Is duplicated,Error,NOMATCH
2901,3571,705453,I have the emails,Inquiry,NOMATCH
2902,3572,705463,"I already paid my ticket, I paid twice by mistake because i thought it did not went through, but it did",Inquiry,Payment
2903,3574,705566,extend,Inquiry,Extension
2904,3575,705629,is there any info that you need?,Inquiry,Payment
2905,3576,705681,How can I extend my parking?,Inquiry,Extension
2906,3577,706021,Please pull-up car,Request,Issue
2907,3578,706199,I am at entrance,Location,Location
2908,3579,706766,I just need my phone charger from the car😊,Request,NOMATCH
2909,3580,706834,We left at 11:30pm,Inquiry,Update
2910,3581,707605,"Please bring our car around, thank you",Request,Reservation
2911,3582,707965,Hi there checking out if you can bring the car thank you !,Request,Reservation
2912,3583,708005,Is there a way I can get one refund?,Inquiry,Refund
2913,3584,708012,Hi I actually paid twice for parking,Inquiry,Payment
2914,3585,708805,Hello I'm waiting for my car,Inquiry,Reservation
2915,3586,708884,Car pls!,Request,NOMATCH
2916,3587,708899,"I'm sorry  I parked my car from 11/25 5:00 to now.  Now I'll leave But when I paid, I booked incorrect information. ( 11/25 5:46 ~ 11/25 6:46 )  Please check and confirm",Inquiry,Update
2917,3590,710036,Coming to get car now,Location,Reservation
2918,3591,710307,Change license plate to CX0201,Update,Update
2919,3592,710484,Parking payment made in error,Inquiry,Payment
2920,3593,710815,Need to change license plate number,Inquiry,Update
2921,3596,711167,Tag should be AV5 1TN,Location,NOMATCH
2922,3597,711186,I parked at the wrong parking lot.,Inquiry,Issue
2923,3598,711392,Where is my car,Location,Location
2924,3599,711417,I will pay cash,Inquiry,Payment
2925,3600,711632,You had the car towed,Complaint,Issue
2926,3601,712168,You guys charged me twice,Error,Payment
2927,3602,712231,"No the first payment charged me but did not reflect on the app until I paid again I have the statement it charged twice cancels the first reservation then started a new one the lady at the entrance saw what happened said she had no idea why it happened neither do I, I park with you guys every day of the week it's the first time it happens",Issue,Payment
2928,3603,712250,"Good Morning,   No I have not. I parked in the wrong location as the event I was attending was farther than expected I parked and paid then noticed I was in the wrong area that my GPS router me to. ",Inquiry,Location
2929,3604,712254,I left after 5 minutes.,Inquiry,NOMATCH
2930,3606,712482,I appreciate your company kindly. What information would you need?,Inquiry,NOMATCH
2931,3608,713779,How to refund parking,Inquiry,Refund
2932,3609,713860,"Hello, my car was towed and hour before my reservation ended. How do I go about receiving a refund?",Complaint,Refund
2933,3610,714198,Yes I payed already. They took the car literally as im walking away from my car 3 minutes before I paid.,Complaint,Payment
2934,3611,714326,Yes. I need to extend to 2pm,Inquiry,Extension
2935,3612,714397,Me puede buscar mi carro el Toyota Prius blanco,Inquiry,NOMATCH
2936,3613,714402,I canceled parking after 2 minutes,Cancellation,Cancellation
2937,3615,714798,"Hello, would like to request my car please",Request,Reservation
2938,3617,715347,Por favor el carro en 3 minutos,Request,NOMATCH
2939,3618,715620,Hey! Can I have the car?,Request,Reservation
2940,3619,715681,What time to you all close,Inquiry,Location
2941,3620,715687,Quien y de qué se trata,Inquiry,NOMATCH
2942,3621,715697,Im on my way,Location,NOMATCH
2943,3622,715703,Usted no se va hasta 7:30 ?,Inquiry,NOMATCH
2944,3623,716169,I didn't park my car here today,Inquiry,NOMATCH
2945,3624,716373,Equità,Error,NOMATCH
2946,3626,718719,Hola... aquí recibes mensajes?,Inquiry,NOMATCH
2947,3627,718723,"Necesito dejar el carro hasta mañaNOMATCH por la mañaNOMATCH. Está bien? Uso el mismo ticket, verdad??",Inquiry,NOMATCH
2948,3628,719251,We be down at 9:45.,Inquiry,Reservation
2949,3629,719698,Estoy listo,Inquiry,NOMATCH
2950,3631,720963,https://whatsapp.com/dl/code=EJyqpx3Nt7,Error,NOMATCH
2951,3632,720969,https://whatsapp.com/dl/code=EvNijLSMQP,Error,NOMATCH
2952,3633,720975,"‎Chatea conmigo en WhatsApp, uNOMATCH aplicacion rapida, simple y segura, con mensajes y llamadas gratis para comunicarnos. Descargala en",Promotion,NOMATCH
2953,3634,721688,Picking up car,Location,NOMATCH
2954,3635,721778,Hi! Wondering when I can expect the refund?,Inquiry,Refund
2955,3636,722155,"Yes, can you please send me the link again",Inquiry,Update
2956,3637,722159,"Sorry, I forgot when I left last night",Inquiry,Update
2957,3638,722299,Thank you you're awesome!,Praise,NOMATCH
2958,3641,722954,Los dos,Inquiry,NOMATCH
2959,3643,723750,Do you accept Apple Pay?,Inquiry,Payment
2960,3644,723759,We're coming now,Location,Reservation
2961,3645,724093,ready going down I request you look for my truck thank you,Inquiry,NOMATCH
2962,3646,724179,Can the house car drop me at setai?,Inquiry,NOMATCH
2963,3647,724252,I will be right there,Location,NOMATCH
2964,3648,724343,Hi can i request my car please,Request,Reservation
2965,3649,724663,Can you please get my car?,Request,Reservation
2966,3650,724836,"This was a mistake, I don't mean to request my car ",Cancellation,Issue
2967,3651,724985,There in 2 minutes,Location,NOMATCH
2968,3652,725009,Hola.   Por favor el auto de la unidad 4806. Saliendo en 5 minutos,Request,NOMATCH
2969,3653,725125,I did not request my car - can you please continue to hold it?,Request,Cancellation
2970,3654,725153,I will pickup at 11:10 thank you!,Confirmation,Reservation
2971,3655,725184,We will check out at 11:30,Inquiry,Reservation
2972,3657,726593,My car please,Request,NOMATCH
2973,3658,726833,The license plate number is EDBE97,Inquiry,Location
2974,3659,726963,Qnsz60 is the plate,Inquiry,Location
2975,3660,727316,I don't understand.  I don't have a reservation there.,Inquiry,Reservation
2976,3661,727472,I'd like to request that my car be brought around,Request,Update
2977,3662,728647,Can you bring the mustang,Inquiry,NOMATCH
2978,3663,729335,Spot 29 please confirm,Inquiry,Location
2979,3664,729342,Spot 29,Location,Location
2980,3665,729491,We won't be ready until 230,Inquiry,Reservation
2981,3666,730077,Hello need my car,Inquiry,Reservation
2982,3667,730220,Wrong phone number!!,Error,Issue
2983,3668,730665,Can I have the car,Inquiry,Receipt
2984,3669,730991,Coming down,Location,NOMATCH
2985,3670,731246,I'll be out in 10 minutes,Update,NOMATCH
2986,3671,731421,I put the wrong tag number,Error,Update
2987,3672,731755,My wife has the expedition so I'll get both keys,Inquiry,NOMATCH
2988,3673,731780,"""318S""",Location,NOMATCH
2989,3674,731932,Need to be 16BTBE,Inquiry,Location
2990,3675,732449,I'm ready of you can please bring my car,Request,Reservation
2991,3676,732949,En camino,Location,NOMATCH
2992,3677,733046,It was a mistake!!!,Error,Issue
2993,3678,733163,Cadillac porfs,Error,NOMATCH
2994,3679,733475,Room 407,Location,Location
2995,3680,733609,We are On way out,Location,NOMATCH
2996,3681,733624,"Hi, can we please extend 1 more hr?",Inquiry,Extension
2997,3682,734002,At gate waiting to open thanks,Location,NOMATCH
2998,3683,734762,30 more minutes,Timing,Extension
2999,3684,735247,Hi can you the car Please,Request,NOMATCH
3000,3685,735271,not right number.,Inquiry,Issue
3001,3686,735354,who is this,Inquiry,NOMATCH
3002,3687,736913,Please confirm that we have 3 hours. The sign said one to three hourd,Inquiry,Location
3003,3688,737017,Is the vallet 24/7?,Inquiry,Location
3004,3689,737394,It's not letting me top up more time,Inquiry,Issue
3005,3690,737546,We'll be down in 5,Inquiry,Update
3006,3691,737852,Can u put car out  having an emergency here,Inquiry,Issue
3007,3692,737873,Ok I can't make it down can I get it tomorrow,Inquiry,Cancellation
3008,3693,738191,Hey can you please pull the car around?,Request,Issue
3009,3694,738193,I'm leaving now,Location,NOMATCH
3010,3695,739507,Estoy en la residencia no en el hotel,Location,NOMATCH
3011,3696,739514,Mi checkout date es mañaNOMATCH,Inquiry,NOMATCH
3012,3697,739625,Sorry it's DMGX64,Location,Location
3013,3698,739639,Can you change license plate please,Inquiry,Update
3014,3699,739933,Can I get the car please,Request,Issue
3015,3703,742022,Drink it all before the flight,Miscellaneous,NOMATCH
3016,3704,742717,I'll be the in 5 minutes,Location,Reservation
3017,3705,743326,I tried to extend,Inquiry,Extension
3018,3706,743330,But it's not giving the option,Error,NOMATCH
3019,3707,743452,HTAZ37,Location,Location
3020,3708,743519,2176v,Inquiry,NOMATCH
3021,3709,744121,Hola voy a pagar ya,Inquiry,NOMATCH
3022,3710,744130,Déjeme la llave,Inquiry,NOMATCH
3023,3711,744471,42dPSV,Error,NOMATCH
3024,3712,744502,No 08ayyp,Error,NOMATCH
3025,3713,744517,There was no app just a link when I scanned,Error,Issue
3026,3714,744535,I put wrong plate,Error,Issue
3027,3715,744541,It's 08ayyp,Error,NOMATCH
3028,3716,744548,I didn't make an account,Inquiry,NOMATCH
3029,3717,744555,Not o8ayyp,Error,NOMATCH
3030,3718,745323,Devuélvelo,Inquiry,NOMATCH
3031,3719,745413,Can you bring the car back,Request,Issue
3032,3720,746073,remove,Inquiry,NOMATCH
3033,3721,746111,Can I pick it up now ?,Inquiry,Receipt
3034,3722,746115,I’m coming now,Location,NOMATCH
3035,3723,746330,Where are my keys,Inquiry,NOMATCH
3036,3725,746546,Don't,Abuse,NOMATCH
3037,3726,746556,We do g need it until 9:30,Inquiry,NOMATCH
3038,3727,746699,I did not sued the app Was online,Complaint,NOMATCH
3039,3728,746705,How can I extend that one additioNOMATCHl hour I used already ?,Inquiry,Extension
3040,3729,746722,How do I do ?,Inquiry,NOMATCH
3041,3730,746725,But as you can see there is no option to extend,Inquiry,Extension
3042,3731,746730,I downloaded the APP,Inquiry,NOMATCH
3043,3732,747104,"My sincere apologies, I no longer need my car",Cancellation,Cancellation
3044,3733,747135,I here please,Inquiry,NOMATCH
3045,3734,747483,305-677-6617,Inquiry,NOMATCH
3046,3735,747529,Need to extend my reservation until 8;30 tonight,Inquiry,Extension
3047,3736,747541,What should I click on? It doesn't show how to extend.,Inquiry,Extension
3048,3738,747809,I'm ready for the car,Location,Receipt
3049,3741,748694,We are on the bus in gridlock coming from the museum,Location,NOMATCH
3050,3742,748696,They told us to contact you 15 minutes prior,Inquiry,Reservation
3051,3743,750160,I want to add time to my parking,Inquiry,Extension
3052,3745,750267,On my way from Eva,Location,Location
3053,3746,750390,I pressed the link by mistake. I was trying to see howuch it cost only but it requested the car back,Error,Issue
3054,3747,750425,I am not there,Location,NOMATCH
3055,3748,750453,We are no longer thier,Complaint,NOMATCH
3056,3749,750797,What time do you close,Inquiry,Location
3057,3750,751144,"Emphasized “Hi, this is Parkquility. Your car with confirmatio…”",Inquiry,Reservation
3058,3753,753039,", coming in 10 min",Timing,NOMATCH
3059,3754,753681,Estoy aqui para la camioneta Ram negra. Gracias,Location,NOMATCH
3060,3755,754686,Hello can you bring the car?,Request,Update
3061,3756,755995,Hi I am ready,Inquiry,NOMATCH
3062,3757,756129,I'm trying to drop off my car,Inquiry,Reservation
3063,3758,756241,Sorry unintentioNOMATCHlly fell asleep,Inquiry,Issue
3064,3759,757206,I think I put in my wrong  license plate. It's either S0FIAA or SOF1AA,Inquiry,Update
3065,3760,757671,Wrong contact,Error,NOMATCH
3066,3761,758203,I put the wrong number plate,Error,Update
3067,3762,758215,It should be NVTD65,Barcode,NOMATCH
3068,3764,758546,This is the wrong number 😕,Error,NOMATCH
3069,3765,759053,10BVTG,Location,NOMATCH
3070,3766,759417,We are ready for the car,Ready,Reservation
3071,3767,759938,"Removed a dislike from “Hi, this is Parkquility. DEC Parking welcomes you …”",Inquiry,NOMATCH
3072,3768,760155,Ya lo recojo,Inquiry,NOMATCH
3073,3769,760179,I need to extend,Inquiry,Extension
3074,3770,760191,I can not download the app on my phone,Error,Issue
3075,3771,760587,I want my car stuck in the parking,Problem,Issue
3076,3772,760603,I need my car back,Request,Cancellation
3077,3773,760610,I can not access the parking,Problem,Issue
3078,3774,760621,On the ramp,Location,Location
3079,3775,760627,It is said 11pm!,Inquiry,NOMATCH
3080,3776,760640,Do you have the address ?,Inquiry,Location
3081,3777,760866,Can you give us about 30 more,Inquiry,Extension
3082,3778,760881,En 30 min I'll be there,Update,NOMATCH
3083,3779,760999,EXTENd,Error,NOMATCH
3084,3781,762797,Checking out,Inquiry,Reservation
3085,3782,762829,I'll extend for another day,Inquiry,Extension
3086,3783,763100,Can I please have my car,Request,Receipt
3087,3784,763643,Did de es CV. O,Error,NOMATCH
3088,3785,764218,EXTEND,Request,Extension
3089,3786,764923,"Driving, can't text.",Update,Issue
3090,3787,765213,You have wrong person,Error,Issue
3091,3789,765461,Getting ready to leave,Inquiry,NOMATCH
3092,3790,765465,Will be there in 5 minutes,Arrival,Reservation
3093,3791,766055,Be there in 2 min,Location,NOMATCH
3094,3792,766180,Is the car upfront? Can you bring the key? We are still eating..,Inquiry,Location
3095,3794,767513,"Hello, we still need it -- have been dealing with maNOMATCHgement on some room issues regarding last night's events",Complaint,NOMATCH
3096,3795,767598,Charge,Inquiry,Payment
3097,3796,767612,Over change by 1 hour,Inquiry,Issue
3098,3797,767677,We can't request car on the link because we need to keep ticket open for maNOMATCHgement to void. Today should be last time since we should be getting sticker today. Thanks,Inquiry,Update
3099,3798,767874,Room 310,Location,Location
3100,3799,768491,Hey guys,Inquiry,NOMATCH
3101,3800,768621,Please wait to park... my husband is coming down he forgot something in the car,Inquiry,Reservation
3102,3801,768792,I didn't check in,Inquiry,NOMATCH
3103,3802,769114,Puede traer el auto,Inquiry,NOMATCH
3104,3805,770658,can you take my car please,Request,Reservation
3105,3806,770664,I will be picking up the car at 12:30,Inquiry,Reservation
3106,3807,770672,I am sorry. I will be picking the car at 1pm,Inquiry,Update
3107,3808,772608,I coming mustang red,Location,Location
3108,3809,772902,The tube should be out soon,Update,NOMATCH
3109,3810,774192,1 min,Inquiry,Issue
3110,3811,774232,Need my toyota corolla for polskin,Error,NOMATCH
3111,3812,774481,I'm coming down. App not working,Inquiry,Issue
3112,3813,774659,Hi I'm so sorry I did not mean to call the car yet,Apology,Cancellation
3113,3814,775037,Had to leave,Inquiry,NOMATCH
3114,3815,775040,Took to long,Complaint,Issue
3115,3817,775637,I asked for 6.40am I will be at front for my car,Inquiry,Update
3116,3818,776044,Voy a tratar de wrap my day y estar en casa cuando ella llegue. Te dejo saber,Inquiry,NOMATCH
3117,3820,776773,Cómo puedo poner más tiempo?,Inquiry,NOMATCH
3118,3821,776956,Hi I'm ready for the car,Inquiry,Reservation
3119,3822,776960,Coming down now,Location,NOMATCH
3120,3823,777315,I am on my way,Location,NOMATCH
3121,3824,777330,I am here,Location,NOMATCH
3122,3825,777547,Hola estoy saliendo,Inquiry,NOMATCH
3123,3826,777882,Texting is not supported at this time. Please call this Service Pro at (617) 958-6252. Thank you!,Notification,NOMATCH
3124,3827,777915,I accidentally just requested our vehicle. I was checking to see how to request it for 3:30am.,Inquiry,Reservation
3125,3829,777949,Can you confirm cancellation,Inquiry,Cancellation
3126,3830,778753,Good morning,Greetings,NOMATCH
3127,3831,778755,Can you bring my Accord please,Request,Update
3128,3832,779398,Can you please retrieve my car.,Request,Update
3129,3833,779717,"Hello, can you bring my car out please?",Request,Reservation
3130,3834,780030,I am going out.  Please have the car ready.  Thanks.  J,Request,Reservation
3131,3836,780286,Please have my car ready.  It's a white 2door Infinity.  Thanks!,Request,Reservation
3132,3838,781599,I thought it was 11pm,Inquiry,NOMATCH
3133,3840,781881,I am here and ready for the vehicle,Location,Reservation
3134,3842,782674,Las lleve de mi carro,Complaint,NOMATCH
3135,3843,782683,Nesecito,Inquiry,NOMATCH
3136,3844,783373,Please bring my car so we can go out.,Request,Reservation
3137,3845,783948,Can you please retrieve the car  for us? We are on the way.,Request,Update
3138,3846,784162,Good afternoon.  I just requested my car.  Traffic is intense in front.  Please I'll collect it in the garage. Could be possible ?   Apt 1606   ANOMATCH Paula,Inquiry,Reservation
3139,3852,786972,What is your first NOMATCHme?,Inquiry,NOMATCH
3140,3853,787518,What is your last NOMATCHme?,Inquiry,NOMATCH
3141,3854,787721,Ok omw,Update,NOMATCH
3142,3855,787752,Repark it be down at 9 am,Inquiry,Cancellation
3143,3856,787816,Ya terminé,Confirmation,NOMATCH
3144,3857,789066,4/22/93,Error,NOMATCH
3145,3859,790540,My car checked out on Saturday,Inquiry,Reservation
3146,3861,792210,Can so.vody come out here and bring my card..,Request,NOMATCH
3147,3862,794219,What is this?,Inquiry,NOMATCH
3148,3864,794515,Scam reported,Complaint,NOMATCH
3149,3865,798068,Liked “The valet closes in 30 minutes”,Notification,Location
3150,3866,798832,https://www.google.com/maps/place/@/data=!4m2!3m1!1s0x88d9b7a1643be115:0x1b6655ab512a2f12,Inquiry,NOMATCH
3151,3867,798840,Check out this place,Inquiry,NOMATCH
3152,3868,798849,C186670-a45,Inquiry,NOMATCH
3153,3869,798964,Can I get the key?  Still at restaurant,Inquiry,Receipt
3154,3870,798977,I'm at NOMATCHrboNOMATCH,Location,Location
3155,3871,799014,Por favor me puedes traer las llaves. Rest  NOMATCHrboNOMATCH,Inquiry,NOMATCH
3156,3872,799063,Edit info,Request,Update
3157,3873,799085,I'm ready for my car,Inquiry,Reservation
3158,3874,799528,Claim car,Checkout,Issue
3159,3875,799583,What are u talking about,Confusion,NOMATCH
3160,3876,799611,extend time,Inquiry,Extension
3161,3877,799751,Later at 5,Inquiry,Location
